nconst,primaryName,birthYear
nm11049516,Irka Lugo,
nm11049547,Samuel Way,
nm11049641,Lin Hai,
nm11049752,Benjamin Backus,
nm1104986,Jacques Derrida,1930
nm1104992,Abdoulaye Diallo,
nm1104993,Ernesto Díaz Espinoza,1978
nm1105001,Grigoris Dimitropoulos,
nm11050174,Giuseppe Aiello,
nm11050175,Martina Attanasio,
nm1105018,Dragan Djurkovic,1967
nm11050292,Eri Kamataki,
nm11050293,Natsuki Kawamura,
nm11050294,Yuzuka Nakaya,1998
nm11050295,Tsukino Yamamoto,
nm11050302,Masa Shimotori,
nm11050304,Hiroshi Muto,
nm1105045,Spyros Drosos,
nm11050612,Tarek Zayat,1998
nm11050613,Issa Khattab,
nm11050717,Abdelmalik Dhaflaoui,
nm1105090,Uhm Junghwa,1969
nm1105160,Marine Francen,
nm11051853,Josh Greenfield,
nm11051961,Maksim Ivanov,2014
nm11052013,Marie Rochand,
nm1105233,Amy Glazer,
nm11052368,Antoine Jaunin,
nm11052767,Shen Li,
nm11052849,Anthony Bao,
nm11052863,Liwei Chen,
nm11052940,Xiao Ding,1976
nm11053341,Edoardo Viterbori,1998
nm11053400,Haolin Han,2009
nm11053505,Nihi,
nm11053604,Yi Mei,
nm11053611,Hubert Zysk,
nm1105369,Camilla Hjelm,1974
nm11053892,Gisellma Firmansyah,
nm1105392,Róbert Hrutka,1967
nm1105394,Amor Huerta,
nm1105411,Daniela Ibáñez,
nm1105416,Kôji Imada,1966
nm1105418,Mete Inselel,1938
nm1105443,Chantal Janzen,1979
nm1105460,Ju-hie Jin,
nm11054771,Chiara Palazzolo,
nm11054866,Mengdi Xiu,
nm1105493,Madame Kake,
nm11055295,Manan Bhardwaj,1991
nm11055390,Novia Puspa Sari,
nm1105575,Kiranmala,
nm1105613,Nicole Kortlüke,1976
nm1105618,Dilip Kotalgi,
nm1105620,Giorgos Kouroupos,
nm11056217,Coty Camacho,
nm1105643,Kuppuswamy,
nm1105708,Noémie Lenoir,1979
nm1105712,Kristian Leschner,1973
nm11057419,Abdool Lee,1991
nm1105785,Olivia Magnani,1975
nm1105803,Jay Manalo,
nm11058895,Polina Bezborodova,2006
nm1105909,Monisha,
nm11059092,Raj Kumar Behl,
nm11059162,Mon Mendoza,
nm1105926,Keiichiro Moriya,
nm11059305,José Kiteculo,
nm11059317,Zhijun Wang,
nm1105959,Nagamani,
nm11059671,Jenny Victoria Jærn,
nm1105980,Kathryn Newton,
nm1106042,Ibrahim Oury Bah,
nm1106045,Tutsa Huuhka,
nm1106048,Dennis Padilla,
nm1106056,Jacquelyn Palmquist,
nm1106058,Sudhir Pandey,1953
nm1106067,Navni Parihar,1964
nm1106070,Kyeol Park,
nm1106095,Pia Pesonen,
nm1106099,Sylvie Peyrucq,
nm1106112,Pepe Plaza,
nm11061222,Yossi Dagan,
nm1106132,Sema Poyraz,1950
nm1106140,Sarat Pujari,1934
nm1106162,Hasnul Rahmat,
nm1106163,Antoine Raimbault,
nm11061672,Pavla Krecmerova,
nm1106172,Aadi Sheshagiri Rao Ghattamaneni,
nm11061758,Lodovico Gennaro,
nm11061893,ThomasAjay Abraham,1995
nm11062016,Jo Yoo-jung,1999
nm11062019,Jin Ho-eun,2000
nm11062162,Lilou Roy-Lanouette,
nm11062619,Ekta Sodhi,
nm11062620,Sukumar Tudu,
nm11062621,Rakesh Singh,
nm11062622,Raju Kumar,
nm11062660,Mitch Yuspeh,
nm1106360,Il-yong Seo,
nm11063692,Max Victory,
nm1106371,Subhash Sharma,
nm1106372,Sudhakar Sharma,1955
nm11063781,Yang Wei,
nm1106395,Shyamali,
nm11064099,Scott Cavanaugh,
nm1106435,Jae-beom Song,
nm11064378,Adi Ekatama,
nm1106483,Suribabu,
nm11065028,Choeur de Chambre de Namur,
nm1106566,Satoshi Tsuruoka,1978
nm11065685,Yi Fang,
nm1106590,Olavi Uusivirta,1983
nm11065904,Kishan Katwal,
nm11065905,Pawan Katwal,
nm11065906,Rani Devi,
nm11065907,Bhankheri Devi,
nm11065908,Gopi Katwal,
nm11065909,Gayatri Chatterjee,
nm1106604,Larissa Vega,1963
nm1106610,Sébastien Viala,
nm1106621,Tore Vollan,
nm11066250,Krupesh Thacker,
nm11066388,Raphael Romand,
nm11066392,Kendy Zirdo,
nm1106663,Catrin Wideryd,1971
nm1106713,Ni Yan,1971
nm1106720,Guadalupe Yepes,
nm11067246,Cherine Ghemri,
nm11067247,Ahmed Bedda,
nm11067248,Nadia Lazzouni,
nm11067283,Nayeem-Shabir,
nm11067285,Shankar Regar,
nm11067838,Anjana Padmanabhan,
nm11068010,Vacha Thacker,
nm11068011,Parv Thacker,
nm1106808,Gianfranco Bellini,1924
nm11068216,Alexander Bryld Obaze,1999
nm11068403,Insun Park,
nm11068728,Ahmed Zaitoun,
nm11069042,Jana Egle,
nm1106954,Shôji Ishibashi,1948
nm1106960,Michael Jibson,1980
nm11069660,Zhehua Zhang,
nm1106972,Ryôichi Kusanagi,
nm1106979,Emmanuel Lanzi,
nm1107000,Damien MacDonald,
nm11070148,Kislay,
nm11070149,Shwetaabh Singh,
nm1107016,Joaquín Mazón,1976
nm11070168,Heejung Oh,
nm11070257,Thangamani Prabhu,
nm1107026,Ryôsuke Miki,1957
nm1107044,Hyeon-woo No,
nm11070479,Léon Cunha Da Costa,
nm1107053,Robin Padilla,1969
nm11070573,Silas Cornelius Van,
nm1107091,Kenji Sakaguchi,1975
nm1107121,Alexander Swoboda,
nm11071254,Delmar Smith,
nm1107138,Mariano Venancio,1947
nm1107146,Blair Williamson,1979
nm1107178,Amanda Brooks,
nm11072001,Suk-Hyun Jung,
nm11072002,Min Kim,
nm11072035,Yoon Song-a,1986
nm11072055,Shim Hye-yeon,2013
nm1107230,Patricia Javier,
nm11072334,Erik D. Anderson,
nm11072386,Je-Hun Oh,
nm11072387,Jak Jang,
nm11072444,Q. Wyatt Grennan,
nm11072497,Stas Levi,
nm1107254,Stephanie Lemelin,1979
nm11072717,Moti Khan Manganiyar,
nm11072718,Nijre Khan Manganiyar,
nm11072754,Pravesh Gurung,
nm11072755,Chandra Dewan,
nm11072756,Sunil Rai,
nm11072757,Teresa Rai,
nm11072865,Xiaojie Song,
nm1107308,Marta Serrano,
nm11073086,Hatice Askin,1991
nm11073302,Xuan Quiroga,
nm11073303,Melina Gaitan,
nm11073304,Facundo Rizzi Plaate,
nm11073305,Ignacio Olmos,
nm11073306,Nicolas Ocampo,
nm1107343,Teresa Beale,1972
nm11073538,Ida Alkusay,
nm11073572,Olga Rayska,1998
nm11073859,Jonathan Miralda,
nm11074975,Jie Zhu,
nm11075029,Cao Sheng,
nm11075076,Satish Saripalli,
nm11075112,Diego Dati,
nm11075141,Luong Hang Nguyen,
nm11075323,Romain Danna,
nm11075664,Damir Onackis,
nm11075665,Luize Birkenberga,
nm11075666,Edijs Klavs,
nm11075667,Tomass Tiliks,
nm11075701,Tiebin Feng,
nm11077709,Tanishi Matsubara,
nm11077821,Shuo Wang,
nm11077848,Xin Yue,
nm11077854,Yue Guan,
nm11078176,Juan Pablo Pineda III,
nm11078250,Prudhvi Raj,
nm11078317,Fad Anuar,
nm11078549,Anugrah Agnihotri,1988
nm11078731,Jiajie An,
nm11078733,Zhang Changning,1995
nm1107894,Sivakumar,1941
nm1107925,Lori Evans Taylor,1975
nm11079329,Alexander Teunion,
nm11079550,Ming Zhu,
nm11079673,Lupe Sujey Cuevas,
nm11079736,Ciryl Gane,
nm1108047,Simon Ellis,
nm11080700,Prince Wang Zi,
nm11080879,Naveen Bhandari,
nm11081000,Julia Corti Kopp,
nm11081124,Rakesh Barot,
nm11081308,Wang Lei,
nm11081614,Aeron Cruz,
nm11081746,Mckenna Smith,
nm11082499,Álvaro Dantas,
nm11082630,Ho-Cheung Chan,
nm11082832,Cang Zi,
nm1108286,Daniela Alatorre,
nm1108288,Montse Alcoverro,1959
nm11082974,Suvitha,
nm11083082,Jehangir Jehangir,
nm11083162,Piotr Gunia,
nm1108327,Gosho Aoyama,1963
nm1108338,Jeanne Aptekman,
nm1108339,Takao Arai,
nm11083477,Kreso Stulina,
nm11083578,Harrison Tipping,
nm1108379,Sema Aybars,
nm1108386,Lamine Ba,
nm11084320,Hila Mann,
nm11084473,Heidi Geldenhuys,
nm11084474,Abby Russell,
nm11084475,Katya Botha,
nm11084476,Reece,
nm11084812,Ye Zhou,1998
nm11084813,Yao Zhang,
nm11084814,Yifan Zhang,2000
nm11084815,Runnan Zhao,
nm11084816,Lüyun Heliao,
nm1108529,Lara Bobroff,
nm11085312,Beiping Tang,
nm11085392,Naana Banyiwa Horne,
nm11085393,La Reine-Mère Nana Ansomaa Iii,
nm11085766,Maggie García,
nm11085803,Ahmad Naderi,
nm11086180,Paul Scherz,
nm11086428,Ricardo Costianovsky,
nm1108647,Andrei Butica,1979
nm11086528,Young-Jin Park,
nm11086888,Jorge Soto Marin,
nm1108710,Lola Casamayor,
nm1108725,Agathe Cauvin,
nm1108739,Bidyut Chakraborty,
nm11087440,Austin Schoenfeld,
nm11087841,Marco Valerio Montesano,
nm11088223,Wenzhang Liu,
nm11088273,Shaun Pieterse,
nm11089014,Mángeles Quintana,
nm11089072,Misato Matsuoka,
nm1108929,Marina Delivoria,
nm11089400,Richard Montano,
nm1108946,Jean des Forêts,1976
nm11089462,Pham Quoc Dung,
nm11089464,Paola Treviño Todd,
nm11089465,Rodrigo García Morelos,
nm1108951,Dato Devdariani,
nm11089548,Vu Hoang Anh,
nm1108967,Christos Dimas,
nm11089790,Jasi Michelle Tumbel,
nm11089791,Agatha Valerie,
nm11089792,Henry Boboy,
nm11089829,Ti Wu,
nm11089978,A.K. Ramesh,
nm1109038,Kamel Ech-Cheik,1963
nm11090419,Apasiri Kulthanan,1992
nm11090425,Bendik Kaltenborn,
nm1109069,Yun-cheong Eo,
nm1109088,Adam F.,1972
nm11090942,Brahim Koutari,
nm1109100,Ricardo Farias,
nm11091246,Juan Pablo Monterrubio,
nm1109126,Rodrigo Fiallega,1979
nm11091516,Himanshu Thakkar,
nm11091517,Parineeta Dandekar,
nm1109153,Audrey Fleurot,1977
nm11091852,Kim Dae-Geun,
nm1109191,Jean-Marc Fröhle,
nm11091938,Kumaresh,
nm1109198,Tenkyû Fukuda,1968
nm11092024,Modestino Fucci,
nm11092025,Rodolfo Laise,
nm11092026,Elia Stelluto,
nm11092027,Joe Lomangino,
nm11092028,Pio Iadanza,
nm1109240,Audrey Gatimel,
nm11092449,Shridhar Tanaji Patil,
nm1109255,Geum Bo Ra,1961
nm11092595,Matilda Gross,
nm11093232,Chun-Chih Huang,1996
nm11093234,Wei-Chen Liu,
nm1109331,Chris Gubisch,
nm11093392,Baek Choe,
nm11093396,Geon Choe,
nm1109347,Crispin Gurholt,
nm11093591,Mandella Majid,
nm1109470,Atsuo Hirai,
nm1109481,Mark Hodkinson,
nm11095003,Abu Shafian Abd Hamid,
nm11095004,Megat Zahrin Megat Hisham,
nm11095005,Aina Nadzir,
nm11095009,Fadhli Shafian,
nm11095355,Yuta Aoki,
nm1109536,Kiyohide Iioka,
nm11095364,Putthipong Assaratanakul,
nm11095365,Krit Amnuaydechkorn,
nm11095634,Cheng Ko,
nm1109582,Régis Jaulin,
nm1109595,Jeong Seung-ho,1956
nm11096029,Dana Webber,
nm11096107,Ella Holmes,
nm11096123,Vanessa Labre,
nm11096207,Alvaro Ruiz Mayagoitia,
nm11096282,Sandra Ducuta,
nm1109636,Hanzaburô Kaneko,
nm1109650,Grigoris Karantinakis,
nm1109651,Jirô Karasawa,
nm11096510,Baltazar Ploteau,
nm11096511,Dennis Andersson,
nm1109666,Naonori Kawamura,
nm11096869,Maarja Johanna Mägi,1997
nm11097032,Lea Gazzurra,
nm1109708,Kim Hae-gon,1964
nm11097229,Luca Müller,
nm1109731,Vít Klusák,1980
nm1109736,Niklas James Knudsen,
nm11097380,Valentín Salaverry,
nm1109748,Ryûto Kondô,
nm1109756,Felicitas Korn,1974
nm11097633,Xiran Zhang,
nm11097635,Sheng Lei,
nm11097636,Pei Zhai,
nm11097637,Peng Li,
nm11097638,Kaihua Fan,
nm11097641,Xinyu Zu,
nm1109782,Sentaro Kubota,
nm1109793,Jonni Kurashvili,
nm1109800,Besik Kvichinadze,
nm1109836,John Lapus,1973
nm11098557,Zaodi Wang,
nm11098568,Zhimei Wang,
nm11098574,Tunde Wang,
nm11098579,Xianwen Liu,
nm11098602,Shuqin Jiang,
nm11098623,Zhihao Wang,
nm11098653,Shihua Wang,
nm1109880,Augustin Legrand,1975
nm1109887,Brunelle Lemonnier,
nm1109893,Anik Leray,
nm11098963,Göktug Yildirim,
nm1109902,Stéphane Levy,
nm11099230,Elyes Riahi,
nm11099290,Kim Min-joon,2010
nm11099536,Mark Geng,
nm1109998,Cristian Magaloni,
nm11100249,Janis Abrikh,
nm1110037,Pia Marais,1971
nm1110046,Marley,1970
nm11101011,Lokesh Jain,
nm11101133,Bryan Baker,
nm11101171,Teppei Ito,
nm11101448,Kei Gambit,
nm1110171,Mamuka Miqabadze,
nm11101738,Maudy Effrosina,
nm1110178,Susant Misra,
nm11101817,Brad Lang,
nm11101960,Han Jae-yi,1991
nm11102031,Kwon Hyuk-bum,
nm11102032,Park Ji-hong,
nm11102229,Lisa Berkert Wallard,
nm11102292,Sebastian Kryspin,
nm11102317,Renji Kankol,
nm1110236,Irakli Mshvildadze,
nm11102503,Kim Min-sik,1982
nm11102581,Hana Malasan,
nm1110265,Na Zhao,
nm1110270,M.P. Sukumaran Nair,
nm1110271,Takashi Nakagawa,
nm1110272,Shûshi Nakamura,1927
nm1110275,Po-dong Nam,
nm1110306,Charlie Nguyen,
nm1110374,Oh Mi-yeon,1953
nm11103861,Joe Burns,
nm1110421,C.P. Padmakumar,
nm1110435,Ray Panthaki,
nm11104874,Mehdi Fikri,
nm11104928,Minh Tu,
nm11105237,Prem Bedi,
nm1110542,Diego Poleri,
nm1110554,Simona Popescu,
nm11105551,Paola Ramones,
nm1110573,Vinaya Prasad,1965
nm1110608,Torstein Raaby,1918
nm1110617,Aleksandar Radojičić,1987
nm1110621,Vana Rambota,
nm1110629,Luisa Ranieri,1973
nm11106578,Goody Grace,
nm11106603,Chen-Hao Yin,
nm11106604,Devin Pan,
nm11106606,Chih-Chung Chien,
nm1110703,Alberto Rojas Apel,1974
nm11107036,Gina Tan,
nm1110725,Prabhat Roy,1946
nm1110763,Camilo Sanabria,
nm11107706,Yemima Krisantina,
nm1110771,Anamin Santiago,
nm11107842,Derby Motoreta's Burrito Kachimba,
nm11108283,G. Karthik Reddy,
nm1110831,Tevfik Senol,1956
nm11108434,Nicholas E. Schultz,
nm11108553,Hudie Lan,1983
nm1110861,Hitomi Shimizu,
nm11108736,Julieta Perales,
nm11108765,Lonnie Norris,
nm11108767,Connie Norris,
nm11108912,Julianna Gerais,
nm1110912,Soi Cheang,1972
nm1110917,Van Son,
nm1110925,Giorgos Souxes,
nm11109664,Tingwen Wang,
nm1110995,Suryakant,1925
nm1110996,Albert Susterre,
nm1110998,Jeff Sutton,1990
nm1111054,Masaki Terasoma,1962
nm11110574,Maciej Piotrowski,
nm11110604,Mariona Pagès,
nm11110754,Mark Grabador,
nm11110763,Ara Altamira,
nm11110938,Minh Chau,
nm11110968,Andre Harihandoyo,
nm11110971,Anna-Maria Sieklucka,1992
nm11111007,Rangga Nattra,
nm11111055,Joaquin Castro,
nm1111115,Kuei Tsai,
nm11111365,Farouk Laâridh,1992
nm1111153,Aysegül Uygurer,1956
nm1111158,Guy Vaillancourt,
nm11111908,Lester Hsi,
nm1111200,Charles Venn,1973
nm11112164,Bing Jia,
nm1111221,Poornam Vishwanathan,1921
nm11112212,Jae-Hyun Choi,
nm11112373,Mehdi Jahan,
nm11112383,Arpád Soltész,
nm1111265,Herman Watzinger,
nm11113831,Xun Zhang,
nm1111384,Atsuko Yuya,1968
nm11113992,Elizabeth Jobim,
nm11114220,AK Srikanth,
nm11114221,Savitha Sastry,
nm11114222,Varsha Raviprakasha,
nm11114223,Krupa Ramachandran,
nm11114224,Lakshmanan Jai,
nm11114276,Sung-Hyun Lee,
nm11114277,Jin-Woo Choi,
nm11114313,Lee Ji-min,1989
nm11114374,Kim Ha-Yeon,2010
nm1111442,Enver Özer,1932
nm1111444,Iben Dorner,1978
nm11114848,Vihaan Ganesh,
nm11114854,Soundos Mosbah,
nm11115009,Sami Fekkak,
nm11115132,Anodya Shula Neona Ayu,
nm11115135,Rayenshah Rassya Hidayah,
nm11115137,Graciella Abigail,
nm1111524,Arjun Chakraborty,
nm11115296,Olivia Frey,
nm1111606,Sebastián García,
nm1111656,Brian Huskey,1968
nm1111686,Hajime Kubo,
nm1111688,Frédéric Lacave,
nm11117221,Bing Wang,
nm11117596,Ganesan,
nm11117597,Lakshman Jai,
nm1111766,Lawrence Novak,
nm11117898,Jacques Mauger,
nm1111807,Sébastien Ricard,1972
nm11118373,Vladimir Bezzubchenko,
nm1111844,Dito Shvelidze,
nm11118548,Tomás Agüero,2001
nm1111863,Takeshi Iguchi,
nm11118689,Bear Williams,
nm11118696,Lee Myung Hee,
nm1111870,Juan Carlos Torres,
nm11118927,Evgeny Shwartzman,1996
nm11118929,Rodrigo Simón,
nm1111953,Niki Chow,1979
nm1111966,Hong Dao,
nm11119812,Zihara Llana,
nm11119869,Safira Ratu Sofya,
nm1112009,Chandler Riley Hecht,1993
nm11120174,Kim Jae-joong,
nm11120175,Sung-mi Ko,
nm1112032,Jacinta Lee,
nm11120350,Rahul Raina,
nm1112097,Claire Price,1972
nm1112144,Yumi Tamai,1977
nm11121549,Dustin Celestino,
nm11121551,Nigel Santos,
nm1112179,Michelle Zhang,
nm1112218,Matt Corrado,
nm1112263,Gérard Bensdorp,
nm11123028,Weronika Roman,
nm11123536,Lara Aksoy,
nm1112355,Toby E. Cook,1982
nm11123580,Meirgat Amangeldin,
nm11123959,Nikola Kupresanin,
nm11124727,Joann Kushner,
nm11124854,Luis Bermudez,1993
nm11125422,Darius Garrivier,
nm11125428,Richard Kharpuri,
nm11125429,Enshon Lamare,
nm11125440,Anvil Laloo,
nm1112548,Johannes Naber,1971
nm11125918,Rebecca Coco Edogamhe,2001
nm11125919,Amanda Campana,
nm11125951,Heitor Lorega,
nm1112597,Mitch Rotter,
nm11125999,Félix Vidal,
nm1112634,Carl Thiel,
nm11126401,Majd Eid,
nm11127081,Leona Jhovs,
nm11127208,Xun Liu,
nm11127209,Haiyan Zhao,
nm11127407,Luke Naphat,
nm11127862,Alfonso Arfi,
nm1112789,Bernadette Rivero,1979
nm11128148,Albert Romanutti,
nm11128228,Ondrej Nuslauer,
nm11128235,Enkhbold Rentsenkhorloo,
nm11128515,Shakthi Rithvik,
nm11128559,Liu Bo,
nm11129064,Tatsuhiko Saiki,
nm11129236,Maruska Aras,
nm11129743,Meng Xia,
nm11129815,Im Tae-poong,
nm1113003,Steve Rodgers,
nm11130712,Songyuan Xiao,
nm11130730,Santhosh Saras,
nm11130861,Valeria Pérez,
nm11130964,Niranjan Kannan,
nm11131021,Naila Schuberth,2011
nm1113125,Paul Frank,
nm11131531,Chanya McClory,
nm11131550,Roman J.,
nm11132008,Zhi Zheng,
nm11132284,Anh Dung,
nm11132572,Zichen Wang,
nm11132648,Zhang Yu,1979
nm11132723,Zhao Zuo,
nm11132724,Xinyan Yu,1992
nm11132800,Reeshma,
nm11132843,Sanjay Singh,
nm1113310,Ina Alegre,
nm1113323,Hannes Anderwald,
nm11133415,Jatinder-Lall,
nm11133478,Son Hyun-joon,1983
nm1113377,Golam Rasul Babu,
nm1113380,Anna Bache-Wiig,1975
nm11133821,Perlita Desiani,
nm1113387,Daphné Baiwir,1992
nm11133968,Bo Zhang,
nm11134039,Junior Rosario,
nm11134699,Aynur Tokluoglu,
nm11134848,Shion Wakayama,1998
nm11134952,Marie Papillon,
nm11134953,Tokou Bogui,
nm11135200,Yoko Sagae,
nm1113528,Martin Bourboulon,1979
nm1113539,Katy Brand,1979
nm1113550,Abigail Breslin,1996
nm11136098,Bhavin Rabari,
nm11136099,Rahul Koli,
nm11136100,Vikas Bata,
nm11136101,Vijay Mer,
nm11136102,Shoban Makwa,
nm11136111,Kishan Parmar,
nm1113644,Sap Sam Chan,
nm1113655,Georgi Chelebiev,1976
nm1113658,Cho-Cho Lai,1906
nm1113662,Seiji Chihara,1970
nm1113670,Amirul Haque Chowdhury,
nm1113706,Mersiha Colakovic,
nm11137264,Anuroop P.,
nm11137265,Vijay Induchoodan,
nm11137284,Manoj K.U.,
nm11138039,Rajnahar,
nm1113813,Brad Diebert,
nm11138213,If Chen,
nm1113851,Stanislav Duzhnikov,1973
nm11138752,Zoe Bonafonte,2004
nm11139067,Charlotte Martz,2009
nm11139285,Lyublyana Fenchak,
nm11139471,Dahlia Lagos,
nm1113962,Serge Flamenbaum,
nm1113967,Bernhard Fleischmann,1975
nm11139824,Pradeep RishiRaj,
nm11139916,Brono Bajtala,
nm1113992,Alessia Franchin,
nm11140371,Suhana Khan,2000
nm11140645,Philippe Beyls,
nm11140674,Darya Dezombre,
nm1114104,Stephen Greenhorn,1964
nm11141186,Zijia Wang,
nm11141216,Faisal Ahmed,
nm11141281,Shylo Molina,
nm1114133,Frode Winther,1974
nm11141347,Devin Garcia,
nm11141407,SemantixSound,
nm11141477,Linda Madita,
nm11142067,Krishna Chaitanya,
nm11142177,Swati Mukherjee,
nm11142227,Srinath Badineni,
nm1114236,Josh Homme,1973
nm11142400,Zhengjie Zhou,
nm11142401,Yuhang Gao,
nm11142558,Michel Johann Koch,
nm11142559,Jonas May,
nm11142560,Lewe Wagner,
nm11142561,Felix Nölle,2011
nm11142765,Swapnil Dhabhai,
nm11142877,Faruk Demir,
nm11143055,Armand Rayaume,
nm1114325,Damien Jouillerot,1985
nm1114338,S.R. Kabre,
nm1114341,Hidetoshi Kadoono,
nm11143458,Doan Si Nguyen,
nm1114391,Ravi Khanna,1929
nm11144069,Hernán Altamirano,
nm11144074,Lucia Arreche,
nm11144075,Raúl Omar García,
nm11144679,Jay Atre,
nm11144746,Deepa Jadhav,
nm11144747,Rajashree Salunkhe,
nm11144756,Jie Dong,
nm11144779,Praveen Prem,
nm11144869,Meghana Chowdary,1988
nm11145195,Manohari Joy,
nm11145228,Martí Múrcia,
nm11145229,Arés Fuster,
nm11145667,Song Hae-na,1987
nm1114569,Antonis Liotsis,
nm11145716,Jakob Korsholm Borum,
nm11145728,Kang Cho-won,
nm11146086,Kanerva Paunio,
nm11146204,Anastasiya Kozyreva,1993
nm1114628,Filip Malásek,1972
nm11146305,Jang Ji-geon,
nm11146454,Yu-Kyeong Cha,
nm1114667,Stefano Massimi,
nm11146787,Jason Cutler,
nm1114688,Sara McCudden,
nm11146880,Eva Ray,
nm11147096,Thirawat Ngosawang,
nm1114715,The King's Men,
nm11147282,Huaru Yuan,
nm11147285,María Blanco,
nm11147286,Lucas Laso,
nm11147604,Surya r Prasadh,
nm11147698,Azhar Jackson,
nm11147699,Nikita Iyer,
nm11147700,Ravali Cheela,
nm11147701,Shubhra Murali,
nm11147702,Vidyalakshmi Vidyanath,
nm11147703,Yoga Sruthi Anandan,
nm11147704,R. Anu Vaishnavi,
nm11147724,Abhay Verma,1998
nm11147747,Mu Sa,
nm1114780,Hiroshi Motomiya,1947
nm11148057,Maïmouna Badjie,
nm1114806,Toshikazu Nakaba,
nm1114829,Miwa Nishikawa,1974
nm1114839,Shahbaz Noshir,
nm11148431,Mariya Morkes,
nm11148441,Aleksey Lysenko,
nm1114879,Claudette Ortiz,1981
nm1114894,Ara Paiaya,
nm11149062,Andrea Wedner,
nm11149063,Dan Leger,
nm11149064,Jonathan Perlman,
nm11149176,Sayon Park,
nm11149239,Emília Goldberg,
nm1114961,Norbert Pfaffenbichler,
nm11149763,Viktor Nagy,1976
nm1114977,Notis Pitsilos,1935
nm1115009,Mariya Poroshina,1973
nm11150103,Richard Fitch,
nm1115013,Siriyakorn Pukkavesh,
nm1115028,Savithri Rajan,
nm1115031,Ramachandra Borcar,
nm11150343,Zidong Yan,
nm1115041,M.V. Vasudeva Rao,
nm1115044,Ingeborg Raustøl,1979
nm1115045,Aleksandr Raydanov,
nm11150670,Betel Petho,
nm1115106,Priyambada Roy,
nm11151144,Ardhito Pramono,
nm11151145,Agla Artalidia,
nm1115116,Yuliya Rumyantseva,1968
nm11151304,Lou Lampros,2001
nm1115138,Somlek Sakdikul,
nm11151457,Debanjan Chatterjee,
nm11151555,Yuliya Zorkina,
nm1115174,Natalya Sazhina,
nm11151946,Bhavesh Shrimali,
nm11152317,Kôki,2003
nm1115235,Sergey Shekhovtsov,1961
nm1115244,Makoto Shiina,1944
nm1115246,Akihiro Shimizu,
nm11152901,Jadab Mahanta,
nm11152902,Prodip Borah,
nm11152903,Pradipta Hazarika,
nm11153062,Rebecca Dalmasí,2001
nm11153352,Shuai Yang,
nm1115341,Dale Stelly,
nm11153632,Mona Tougaard,
nm11153724,Mike Easmeil,
nm1115403,Hitoshi Tanimura,
nm11154156,M.R. Prahast,
nm1115416,Tomio Terada,
nm1115417,Eva Testor,1967
nm1115431,Yelena Tikhonova,
nm1115467,Nihal Tuma,
nm1115471,Milos Twilight,
nm11154859,Swapnil Suraikar,
nm11155119,Laura Salazar,
nm1115513,Vasant,
nm1115514,Vitaliy Vashedskiy,1965
nm11155186,Waldir Saenz,
nm11155187,Zoe Fernández,
nm1115537,Vijayakanth,1952
nm11155815,Amin Salahloo,1979
nm11156301,Firas Khoury,
nm11156393,Gracie Bryant,
nm11156851,Jeebu Naidu,
nm11156993,Lav Novosel,
nm1115702,Rosaria della Femmina,
nm1115720,Uygar Sirin,1972
nm11157238,András Rusznák,1984
nm11157356,Shahruddin Dali,
nm11157925,Don Shala,
nm1115854,Matthieu Gonet,1972
nm11158556,Rajeswari Paul,
nm11158857,Zhanyi Zhang,
nm11158860,Xueyin Wang,
nm1115893,Sahil Khan,1976
nm1115894,Kim Chang-gyun,1965
nm1115899,Tsuyoshi Koyama,
nm11159048,Anna Berg,
nm11159134,Filipp Yuzhanin,
nm11159370,Han Zalini,
nm11159476,Ranty Maria,
nm1115962,Jun Mutô,
nm1115985,Alfred Panou,
nm11159976,Christina de la Sala,
nm11159980,Sheelam M Swamy,
nm11159985,Bhat Pavan,
nm11160665,Owen Cruz,
nm11160759,Carolina Sala,
nm1116106,Anna Brewster,1986
nm1116119,Esther K. Chae,
nm1116133,Claire Doyon,
nm1116177,Michiko Kichise,
nm1116184,Marie Kikuchi,1978
nm1116185,Kim Jin-ah,1963
nm11161960,Lissa Carandang-Sweeney,
nm11161984,Feng Jiang,
nm1116205,Karina Marimon,
nm1116215,Marie Modiano,
nm1116216,Johanna Mohs,
nm1116228,Anie Pascale,
nm1116240,Preetha Jayaraman,
nm1116258,Riya Sen,1981
nm11162701,Antonin Tardy,
nm11162705,Nazila Babapoor,
nm11163001,Valentin Richter,
nm11163008,Agustina Benavides,
nm11163148,Jessica Tanoesoedibjo,
nm11163268,Alán Uribe,
nm11163509,Georges Bielec,1936
nm11163693,Marvic Kevin Reyes,
nm11164369,Lorca Prada,
nm11164604,Dewi Fita,
nm11164709,Fuyu Yang,
nm11164787,Delphine Boudon,
nm11164884,Dhruvansh Solanki,
nm11165918,Ana Emilia,
nm11166232,Anyu Wang,1998
nm1116636,Jong-hak Kim,
nm1116647,Martin Richter,
nm11166569,Yong Soo,
nm1116657,Toshirô Uratani,
nm11166586,Vivek Nayak,
nm1116662,Marc Wächter,
nm11167425,Vikas Kumar,
nm11167722,Jeremy Zimmerman,
nm11168057,Ayelen Fernández,
nm11168861,François Mark,
nm1116906,Kim Yeong-cheol,1953
nm11169234,Yoon Jin-ha,
nm11169538,Kim Ha-young,1982
nm11169669,Bae Jin-woong,1982
